Company Name,Address,Phone,Link,Rating,NumReview,Pin Code,Latitude,Longitude
Zion Salons,"Jharana 448, Sector4, HSR Layout, Bangalore - 560102, Near 17th Cross",-7619418999,https://www.justdial.com/Bangalore/Zion-Salons-Near-17th-Cross-HSR-Layout/080PXX80-XX80-180824182919-U6P9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,287,560102,12.99782056,77.64692615
Amazing Unisex Salon,"No 1,Nayaka Layout Gate, Jambusavari Dinne Road, Jp Nagar 8th Phase, Bangalore - 560076, Near BK CIRCLE",-26852329,https://www.justdial.com/Bangalore/Amazing-Unisex-Salon-Near-BK-CIRCLE-Jp-Nagar-8th-Phase/080PXX80-XX80-150211114037-Q2V5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,265,560076,12.89742562,77.59790616
Moies Unisex Salon And Spa,"No.855, 14th Cross,2nd Stage,Cmh Road,, Indiranagar, Bangalore - 560008, Opposite Health And Glow",7947158667,https://www.justdial.com/Bangalore/Moies-Unisex-Salon-And-Spa-Opposite-Health-And-Glow-Indiranagar/080PXX80-XX80-140916171340-V7X6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,240,560008,12.96977326,77.63609832
Marie Claire Paris Salon an..,"No 515, First Floor,KMJ Identity, 20th Main Road, Koramangala 8th Block, Bangalore - 560095, Opposite Laxmi Devi Park",-48664289,https://www.justdial.com/Bangalore/Marie-Claire-Paris-Salon-and-Wellness-Opposite-Laxmi-Devi-Park-Koramangala-8th-Block/080PXX80-XX80-180712205504-R7U6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.5,230,560095,13.02750156,77.57910576
Blunt Unisex Salon,"No.1152, 22nd Cross, Banashankari 2nd Stage, Bangalore - 560070, Near KIMS Hostel",-26715958,https://www.justdial.com/Bangalore/Blunt-Unisex-Salon-Near-KIMS-Hostel-Banashankari-2nd-Stage/080PXX80-XX80-160718191943-K9D9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,226,560070,12.92419253,77.56714145
Glamour Spa,"No 280/1, 18th Cross , Sampige Road, Malleswaram, Bangalore - 560003, Near Sankey Tank",7947165995,https://www.justdial.com/Bangalore/Glamour-Spa-Near-Sankey-Tank-Malleswaram/080PXX80-XX80-160109165339-T3N4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,225,560003,12.9966158,77.57089032
Leynix Unisex Salon & SPA,"No.1713, First Floor, 19th Main Road,, Hsr Layout Sector 2, Bangalore - 560102, Near Nagarjuna Apartments ,",7947164985,https://www.justdial.com/Bangalore/Leynix-Unisex-Salon-SPA-Near-Nagarjuna-Apartments-Hsr-Layout-Sector-2/080PXX80-XX80-141020151452-N4Y1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,223,560102,12.99782056,77.64692615
Glint Unisex Salon,"No.108/109, GMR Pride Building, 2nd Floor, New Tippasandra Main Road, New Thippasandra, Bangalore - 560075, Above HDFC Bank &amp; Opposite Kempegowda Statue",-25266988,https://www.justdial.com/Bangalore/Glint-Unisex-Salon-Above-HDFC-Bank-Opposite-Kempegowda-Statue-New-Thippasandra/080PXX80-XX80-190210132944-S4Y6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.6,207,560075,12.97194631,77.66185377
Nyara Kosmedix MediSpa,"No. 4c 319 Narayana South Building, 4th Main, Banaswadi, Bangalore - 560043, Oppsite Shiva Parvati  Kalyana Mantapa",7947164670,https://www.justdial.com/Bangalore/Nyara-Kosmedix-MediSpa-Oppsite-Shiva-Parvati-Kalyana-Mantapa-Banaswadi/080PXX80-XX80-140226141712-H1R4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,199,560043,13.01928667,77.64525035
Shaakya Salon And Spa,"No 201,2nd Floor,Muniyappa Complex, Kothanur, Bangalore - 560077, Opposite Vijaya Bank",7947161459,https://www.justdial.com/Bangalore/Shaakya-Salon-And-Spa-Opposite-Vijaya-Bank-Kothanur/080PXX80-XX80-170625143056-B1T9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,182,560077,13.05365428,77.63654844
Freesia Spa Salon,"No 172, Sanjay Nagar, Bangalore - 560094, Behind Radhakrishna Temple",7947160298,https://www.justdial.com/Bangalore/Freesia-Spa-Salon-Behind-Radhakrishna-Temple-Sanjay-Nagar/080PXX80-XX80-160514204501-T3E8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,179,560094,13.03714975,77.57194711
Lavish Look Unisex Salon & ..,"#31/38,VR Complex, Bagalagunte Bus Stop,Opp to Hotel Elite, Hessargatta Main Road, Bangalore - 560073, Below BODY FOCUS GYM",7947161896,https://www.justdial.com/Bangalore/Lavish-Look-Unisex-Salon-SPA-Below-BODY-FOCUS-GYM-Hessargatta-Main-Road/080PXX80-XX80-171106161324-V3J3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,169,560073,49.0850019,21.6872076
Perfect Beauty Spot,"No 1629, 50 Feet Road,5th Cross,Kumaraswamy Layout,1st Stage, Kumaraswamy Layout, Bangalore - 560111, Near Axis Bank",-9945309118,https://www.justdial.com/Bangalore/Perfect-Beauty-Spot-Near-Axis-Bank-Kumaraswamy-Layout/080PXX80-XX80-181016131533-S6V9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.7,156,560111,12.90587171,77.54743043
Inventive Enrich,"Apnaday Super Mart, Hope Farm, Whitefield, Bangalore - 560066, Near Just Bake ,Opposite St Joseph High School",7947080261,https://www.justdial.com/Bangalore/Inventive-Enrich-Near-Just-Bake-Opposite-St-Joseph-High-School-Whitefield/080PXX80-XX80-140723162235-U4F2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.6,155,560066,12.97249773,77.73502742
Spa City The Hhi Select,"No 686,The HHI Select Group Of Hotels, Outer Ring Road, Jp Nagar 2nd Phase, Bangalore - 560078, Opposite Pizza Hut",7947166689,https://www.justdial.com/Bangalore/Spa-City-The-Hhi-Select-Opposite-Pizza-Hut-Jp-Nagar-2nd-Phase/080PXX80-XX80-170919122503-S4V7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,150,560078,12.90328252,77.58606645
Baalke Wellness Spa And Sal..,"No 403,2nd Floor, Hrbr Layout, Kalyan Nagar, Bangalore - 560043, Opposite Axis Bank",7947161591,https://www.justdial.com/Bangalore/Baalke-Wellness-Spa-And-Salon-Opposite-Axis-Bank-Kalyan-Nagar/080PXX80-XX80-170808125700-N8N4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,149,560043,13.01928667,77.64525035
The Blancapaloma Spa And Sa..,"No 26,2nd Floor,AVS Arcades, Kammanahalli Main Road, Kammanahalli, Bangalore - 560084, Opposite Adidas Show Room",7947161481,https://www.justdial.com/Bangalore/The-Blancapaloma-Spa-And-Salon-Opposite-Adidas-Show-Room-Kammanahalli/080PXX80-XX80-170703140905-X8R4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,148,560084,13.00458749,77.62327531
Trend Setters,"No 91/b1, 6th B Cross First Floor, Yelahanka New Town, Bangalore - 560064, Opp Road to A Star Clinic. Near By Reliance Fresh",-42121018,https://www.justdial.com/Bangalore/Trend-Setters-Opp-Road-to-A-Star-Clinic-Near-By-Reliance-Fresh-Yelahanka-New-Town/080PXX80-XX80-180427141058-K1F9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,142,560064,13.10010383,77.58845992
Lakme Salon,"No 9/10 1st Floor, Akshayanagar Main Road New Dlf Town Off B G Road, Begur Road, Bangalore - 560068, Next Ample Mart",7947158336,https://www.justdial.com/Bangalore/Lakme-Salon-Next-Ample-Mart-Begur-Road/080PXX80-XX80-140513154818-X4R7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.5,138,560068,12.89877623,77.63634006
Knight Unisex Salon,"No.482, Khb Colony, Koramangala 5th Block, Bangalore - 560034, Near Jothinivas College and Opposite Krishna Temple",7947158619,https://www.justdial.com/Bangalore/Knight-Unisex-Salon-Near-Jothinivas-College-and-Opposite-Krishna-Temple-Koramangala-5th-Block/080PXX80-XX80-140826130556-V4E5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.7,137,560034,12.92816764,77.63595256
Elpida Family Salon,"No 12,Life Style Arrow Society, Somasundarapalya, Hsr Layout Sector 2, Bangalore - 560102, Opposite Shop On Super Market",-43002997,https://www.justdial.com/Bangalore/Elpida-Family-Salon-Opposite-Shop-On-Super-Market-Hsr-Layout-Sector-2/080PXX80-XX80-170821141859-T3Y2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.5,136,560102,12.99782056,77.64692615
Olivs Unisex Salon,"No.192,1st Floor, New Bel Road, Bangalore - 560097, Near Ramaiah Hospital",7947156223,https://www.justdial.com/Bangalore/Olivs-Unisex-Salon-Near-Ramaiah-Hospital-New-Bel-Road/080PXX80-XX80-111102113221-A1J4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,135,560097,13.07572299,77.5602545
Abound Family Salon,"No 135 - B, JN Road,4th Stage, Rajarajeshwari Nagar, Bangalore - 560098, Opposite to HDFC Bank",-48511188,https://www.justdial.com/Bangalore/Abound-Family-Salon-Opposite-to-HDFC-Bank-Rajarajeshwari-Nagar/080PXX80-XX80-180829150521-N1I5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.6,127,560098,12.91952867,77.51829396
Artiste Professional Salon ..,"No.33/1, Vittal Mallya Road, Bangalore - 560001, Next to Shell Petrol Bunk",-22298989,https://www.justdial.com/Bangalore/Artiste-Professional-Salon-And-Spa-Next-to-Shell-Petrol-Bunk-Vittal-Mallya-Road/080PXX80-XX80-160325185336-D3I1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,126,560001,12.97406376,77.59459773
Magnus Family SALON & Welln..,"17 &amp; 20 ,Pooja Towers, Chikka Thogur Main Road, Pragathi Nagar, Electronic City, Bangalore - 560100, Opp.SLV Pride Apartment",-6360795388,https://www.justdial.com/Bangalore/Magnus-Family-SALON-Wellness-Center-Opp-SLV-Pride-Apartment-Electronic-City/080PXX80-XX80-180826194008-G9C7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,123,560100,12.84200434,77.66701373
Straight Salon,"No.481,, 27th Main Road, Paringi Palya, HSR Layout, Bangalore - 560102, Sector 2",7947165185,https://www.justdial.com/Bangalore/Straight-Salon-Sector-2-HSR-Layout/080PXX80-XX80-210330110248-F6A8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.9,115,560102,12.99782056,77.64692615
Salon World,"No #53, Kothnur Dinne Road, Jp Nagar 7th Phase, Bangalore - 560078, Opp Bridge Millennium",7947160831,https://www.justdial.com/Bangalore/Salon-World-Opp-Bridge-Millennium-Jp-Nagar-7th-Phase/080PXX80-XX80-161201135904-W4P9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,110,560078,12.90328252,77.58606645
Naturals Unisex Salon And S..,"No 9/36, G4,Vaishnavi Sapphire Mall, 2nd Floor, Tumkur Road, Yeshwanthpur, Bangalore - 560022",-29724133,https://www.justdial.com/Bangalore/Naturals-Unisex-Salon-And-Spa-Yeshwanthpur/080PXX80-XX80-170321115911-B1U5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.7,101,560022,13.02319718,77.54844084
D 5 N Unisex Salon And Spa,"No  642, 80feet  Road 4th Block 1st Floor, Koramangala, Bangalore - 560034, Near Maharaja Signal",7947163253,https://www.justdial.com/Bangalore/D-5-N-Unisex-Salon-And-Spa-Near-Maharaja-Signal-Koramangala/080PXX80-XX80-181102134054-U2D4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,96,560034,12.92816764,77.63595256
Rustic Spa,"No 619, 17th Cross,, Indiranagar, Bangalore - 560038, Near Jogger Park",7947160316,https://www.justdial.com/Bangalore/Rustic-Spa-Near-Jogger-Park-Indiranagar/080PXX80-XX80-160524213635-A4N3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,92,560038,12.97707002,77.63937902
Yofee Ladies Beauty Salon,"1st Floor Laveena Ciloa, Hennur Main Road, Bangalore - 560043, Next to De Grand",-7625088965,https://www.justdial.com/Bangalore/Yofee-Ladies-Beauty-Salon-Next-to-De-Grand-Hennur-Main-Road/080PXX80-XX80-190719131910-E7S3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,83,560043,13.01928667,77.64525035
Value Vonders Helath Care P..,"No.193,1st Floor, 7th Main, 9th Cross, Dinnur Main Road, Rt Nagar, Bangalore - 560032",-43740002,https://www.justdial.com/Bangalore/Value-Vonders-Helath-Care-Pvt-Ltd-Rt-Nagar/080PXX80-XX80-180328182540-F4P5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,81,560032,13.02542599,77.59839776
D6 Unisex Salon And Spa,"No:38/1,B/W 4th &amp; 5th Main Road, 8th Cross, Malleswaram, Bangalore - 560003, Near SAI SHAKTHI VEGETERIAN",7947163343,https://www.justdial.com/Bangalore/D6-Unisex-Salon-And-Spa-Near-SAI-SHAKTHI-VEGETERIAN-Malleswaram/080PXX80-XX80-210227122600-K8Z5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.7,79,560003,12.9966158,77.57089032
2day Spa And Salon,"No.10,2nd Floor, AGS Layout, New Bel Road, New Bel Road, Bangalore - 560054, Opposite Citi Bank &amp; Near Mayuri Hotel",-23415555,https://www.justdial.com/Bangalore/2day-Spa-And-Salon-Opposite-Citi-Bank-Near-Mayuri-Hotel-New-Bel-Road/080PXX80-XX80-160921121212-H7I8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,78,560054,13.02962716,77.55706731
Cut Mate.,"No 60/1 1st Floor Big Market Singanayakana Halli, Doddaballapura Main Road, Yelahanka, Bangalore - 560064, Opp Bhagini Restaurant",7947165435,https://www.justdial.com/Bangalore/Cut-Mate-Opp-Bhagini-Restaurant-Yelahanka/080PXX80-XX80-191203174038-J8X1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,71,560064,13.10010383,77.58845992
Antique Unisex Salon And Sp..,"05 Anjanadri, 1st Floor, Defence Colony, Hesaragata Main Road, Bagalagunte, Bangalore - 560073, Opposite Kia Car Service Center",7947162221,https://www.justdial.com/Bangalore/Antique-Unisex-Salon-And-Spa-Opposite-Kia-Car-Service-Center-Bagalagunte/080PXX80-XX80-180203123344-M1P6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,66,560073,49.0850019,21.6872076
Aphrodyt Beauty Saloon,"#16,Jyanti Nagar Circle, Horamavu Agara, Bangalore - 560043, Jyanti Nagar Circle Makeroad",7947460789,https://www.justdial.com/Bangalore/Aphrodyt-Beauty-Saloon-Jyanti-Nagar-Circle-Makeroad-Horamavu-Agara/080PXX80-XX80-200220140015-G8D6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,64,560043,13.01928667,77.64525035
FIVE SENSES SPA & WELLNESS,"No 418, 27th Main Road, HSR Layout Sector 1, Bangalore - 560102, Icici Bank",7947164282,https://www.justdial.com/Bangalore/FIVE-SENSES-SPA-WELLNESS-Icici-Bank-HSR-Layout-Sector-1/080PXX80-XX80-190611164251-Y4S3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.5,61,560102,12.99782056,77.64692615
Amigo Lounge and Salon Unis..,"Ittamadu Main Road, Banashankari 3rd Stage, Bangalore - 560085, Opposite Shankarai Appa",7947165966,https://www.justdial.com/Bangalore/Amigo-Lounge-and-Salon-Unisex-Opposite-Shankarai-Appa-Banashankari-3rd-Stage/080PXX80-XX80-180529142133-D2G5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,60,560085,12.93106247,77.546057
Glamshotz Salon Studio Acad..,"No. 471, 2nd Floor, RBI Layout, RBI Layout Main Road, Jp Nagar 7th Phase, Bangalore - 560078, Above Dominos Pizza",7947162522,https://www.justdial.com/Bangalore/Glamshotz-Salon-Studio-Academy-Above-Dominos-Pizza-Jp-Nagar-7th-Phase/080PXX80-XX80-181114204026-P4L7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.6,54,560078,12.90328252,77.58606645
Anand Salon & Spa,"CA 4/3, Jigani Industrial Area, Jigani, Bangalore - 560105, Near Apc Circle",7947161937,https://www.justdial.com/Bangalore/Anand-Salon-Spa-Near-Apc-Circle-Jigani/080PXX80-XX80-171116145838-P7B8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,50,560105,12.79108393,77.63550667
New Classic Hairstyle,"#5 , MGR complex ,before Wipro corporate office, Sarjapura main road ,, Kaikondrahalli, Bangalore - 560035, Below pizza hut",7947078718,https://www.justdial.com/Bangalore/New-Classic-Hairstyle-Below-pizza-hut-Kaikondrahalli/080PXX80-XX80-100325150652-K4N4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.6,50,560035,12.90642011,77.68557192
Dmante Unisex Salon and Ski..,"No.51, 2nd Floor, Om Shiva Arcade, 12th Cross, Kaggadasapura Main Road, C V Raman Nagar, Bangalore - 560093, Above Axis Bank",-8105368792,https://www.justdial.com/Bangalore/Dmante-Unisex-Salon-and-Skin-Spa-Above-Axis-Bank-C-V-Raman-Nagar/080PXX80-XX80-180209113931-U5B1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,49,560093,12.98291613,77.67271932
Chens Hair And Beauty Salon,"No 22, Kodigehalli Main Road, Sanjeevini Nagar, Bangalore - 560092",-9481243192,https://www.justdial.com/Bangalore/Chens-Hair-And-Beauty-Salon-Sanjeevini-Nagar/080PXX80-XX80-190527123250-N2M1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.7,48,560092,13.05538157,77.59990704
Hair Studio Unisex Beauty S..,"No. 104/105,1st Floor,Krishna Summit Building, Outer Ring Road, Marathahalli, Bangalore - 560037, Above Khazana Jewellers",-40993685,https://www.justdial.com/Bangalore/Hair-Studio-Unisex-Beauty-Salon-Above-Khazana-Jewellers-Marathahalli/080PXX80-XX80-120605172847-G1L5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,47,560037,12.95717672,77.69315527
Glow N Cut,"No 31,2nd Floor, Hutting Colony,7th Cross,Domlur Layout, Domlur, Bangalore - 560071, Diagonally Opposite Canara Bank",-9980457554,https://www.justdial.com/Bangalore/Glow-N-Cut-Diagonally-Opposite-Canara-Bank-Domlur/080PXX80-XX80-150605124227-T8C3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.7,47,560071,12.95830577,77.64010892
Star Unisex Salons And Spa,"Building No 43,East Enclave, Mm Road, Frazer Town, Bangalore - 560005, Opposite to Prime Care Hospital",-9663875708,https://www.justdial.com/Bangalore/Star-Unisex-Salons-And-Spa-Opposite-to-Prime-Care-Hospital-Frazer-Town/080PXX80-XX80-180330182334-G1P6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,44,560005,13.05697661,77.62210661
Aesthetic Salon Slimming Sp..,"1st Floor, Thanisandra, Bangalore - 560045, Opp to Bharath Petrol Bunk",-6366663043,https://www.justdial.com/Bangalore/Aesthetic-Salon-Slimming-Spa-Opp-to-Bharath-Petrol-Bunk-Thanisandra/080PXX80-XX80-190219164226-A3P4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,43,560045,13.03443957,77.62011665
Sandhya Herbal Beauty Parlo..,"No.31, Banashree Nilayam, Muneshwara Layout Main Road, Kudlu, Bangalore - 560068, Opposite to BTR Garden",-9986766549,https://www.justdial.com/Bangalore/Sandhya-Herbal-Beauty-Parlour-Opposite-to-BTR-Garden-Kudlu/080PXX80-XX80-170220124855-J9H6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,42,560068,12.89877623,77.63634006
O3 Unisex Salon Spa,"2nd Floor, 60 Feet Road, G Block, Sahakara Nagar, Bangalore - 560092, Behind Rara Avis Restaurant",7947160078,https://www.justdial.com/Bangalore/O3-Unisex-Salon-Spa-Behind-Rara-Avis-Restaurant-Sahakara-Nagar/080PXX80-XX80-190213120051-X5P2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.5,42,560092,13.05538157,77.59990704
Mr.Cuts,"No B/764,1st Floor, 3rd Cross,2nd Stage ,4th Phase, Domlur, Bangalore - 560071, Above Venus Biryani",-7829762555,https://www.justdial.com/Bangalore/Mr-Cuts-Above-Venus-Biryani-Domlur/080PXX80-XX80-130716203029-A2Y4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,41,560071,12.95830577,77.64010892
Alleyys Aesthetics Pvt Ltd,"No522, 33rd Cross 4th T  Block, Jayanagar, Bangalore - 560011, Opp Meghana Food",7947166858,https://www.justdial.com/Bangalore/Alleyys-Aesthetics-Pvt-Ltd-Opp-Meghana-Food-Jayanagar/080PXX80-XX80-200812165342-H7L3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,40,560011,12.9309075,77.58641776
O3 Unisex Spa & Salon,"No 22/37, Maruthi Nilaya, Hemant Nagar, Marathahalli, Bangalore - 560037, Opp Airtel Office",-9538983809,https://www.justdial.com/Bangalore/O3-Unisex-Spa-Salon-Opp-Airtel-Office-Marathahalli/080PXX80-XX80-180622122708-Z5V3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,38,560037,12.95717672,77.69315527
Moies Saloon Spa,"No 5,1st Floor, CMH Road,Indiranagar, Indiranagar, Bangalore - 560038, Next to KFC",7947161302,https://www.justdial.com/Bangalore/Moies-Saloon-Spa-Next-to-KFC-Indiranagar/080PXX80-XX80-170501120408-L3U9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,32,560038,12.97707002,77.63937902
Ashwinis Gold Fingers Unise..,"No 138-37, 1st &amp; 2nd Floor,16 C Main Road, Jayanagar, Bangalore - 560011, Beside Amma's Pestries",7947157373,https://www.justdial.com/Bangalore/Ashwinis-Gold-Fingers-Unisex-Salon-Women-Spa-Beside-Amma-s-Pestries-Jayanagar/080PXX80-XX80-130524120723-U1Q2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,32,560011,12.9309075,77.58641776
Crown Spa and Health Care,"No.102 &amp; 104, Hosur Main Road, Chandapura, Bangalore - 560081, Near Keerthana International Hotel",7947161872,https://www.justdial.com/Bangalore/Crown-Spa-and-Health-Care-Near-Keerthana-International-Hotel-Chandapura/080PXX80-XX80-171027100606-M8W6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,31,560081,12.7956429,77.70682255
Body Glow Unisex Saloon and..,"No 805, Ramdhoot 14th Cross Road, Jp Nagar 1st Phase, Bangalore - 560078, Near Sarakki Signal and Salarpuria Apartment",7947079904,https://www.justdial.com/Bangalore/Body-Glow-Unisex-Saloon-and-Spa-Near-Sarakki-Signal-and-Salarpuria-Apartment-Jp-Nagar-1st-Phase/080PXX80-XX80-210621135631-Q4I8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.9,30,560078,12.90328252,77.58606645
De Stress Luxury Spa And Sa..,"No. 1202 &amp; 1203,1st Floor, 20th Main,Maruthi Nagar Main Road,Madiwala, BTM Layout 1st Stage, Bangalore - 560029, Above Pai Digital &amp; Citi Bank Atm",-49788544,https://www.justdial.com/Bangalore/De-Stress-Luxury-Spa-And-Salon-Above-Pai-Digital-Citi-Bank-Atm-BTM-Layout-1st-Stage/080PXX80-XX80-180421132610-R3F5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,30,560029,12.92944521,77.60456003
Silver Spa and Salon,"No 366, Borewell Road, Whitefield, Bangalore - 560066, Opp to Post Office",7947159636,https://www.justdial.com/Bangalore/Silver-Spa-and-Salon-Opp-to-Post-Office-Whitefield/080PXX80-XX80-151020140418-F2U3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.6,29,560066,12.97249773,77.73502742
AJs Salon (unisex),"Babji Square 6th Cross Rd Jyothi Nagar, BOHRA LAYOUT, Bangalore - 560083, Near Boutique",7947334399,https://www.justdial.com/Bangalore/AJs-Salon-unisex-Near-Boutique-BOHRA-LAYOUT/080PXX80-XX80-210318110037-D7W2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,28,560083,12.87977577,77.58234422
Glow Well Family Saloon & S..,"No 15 Lakshmi Nilayam 3rd Main, Ramamurthy Nagar, Bangalore - 560016",7947449495,https://www.justdial.com/Bangalore/Glow-Well-Family-Saloon-Spa-Ramamurthy-Nagar/080PXX80-XX80-201031173509-G3J2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.9,28,560016,12.99622007,77.65635348
Signature Salon & Spa,"M S Commercial Building, 3rd Floor, Kannamangala, Bangalore - 560067, Above TansinHonda &amp; Opp to Shell Petrol Bunk",-7406534701,https://www.justdial.com/Bangalore/Signature-Salon-Spa-Above-TansinHonda-Opp-to-Shell-Petrol-Bunk-Kannamangala/080PXX80-XX80-190521145356-A4J2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,27,560067,12.99150283,77.72336725
Golden Dream Unisex Saloon ..,"No 202/2, 2nd Block, Off 80 Feet Road, Hrbr Layout, Bangalore - 560043, Near Rajkumar Park and Opposite Speciality Hospital",7947162107,https://www.justdial.com/Bangalore/Golden-Dream-Unisex-Saloon-Spa-Near-Rajkumar-Park-and-Opposite-Speciality-Hospital-Hrbr-Layout/080PXX80-XX80-180102154558-X8V2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.7,26,560043,13.01928667,77.64525035
Estheeva Beauty Spa & Welln..,"No 14, 1st Floor, Sarjapur Main Road, Ambalipura, Haraluru, Sarjapur Road, Bangalore - 560034, Opp to Fire Station",7947164047,https://www.justdial.com/Bangalore/Estheeva-Beauty-Spa-Wellness-Opp-to-Fire-Station-Sarjapur-Road/080PXX80-XX80-210217121509-W9K2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,25,560034,12.92816764,77.63595256
Beauty Studio,"8, Jakkur Layout, Bangalore - 560064, Jakkur Airodrum",-9845356316,https://www.justdial.com/Bangalore/Beauty-Studio-Jakkur-Airodrum-Jakkur-Layout/080PXX80-XX80-180726133022-M1Q9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,21,560064,13.10010383,77.58845992
Iva Unisex Salon and Spa,"314 MRR Square HIG A &amp; Sector, Chikka Bommasandra, Yelahanka New Town, Bangalore - 560064, Next to Black and White",7947155342,https://www.justdial.com/Bangalore/Iva-Unisex-Salon-and-Spa-Next-to-Black-and-White-Yelahanka-New-Town/080PXX80-XX80-201110140824-I4T4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,20,560064,13.10010383,77.58845992
Master Salon,"No 2621/1 E Block, 14th Main Road, Sahakara Nagar, Bangalore - 560092, Opposite Walking Park",7947165071,https://www.justdial.com/Bangalore/Master-Salon-Opposite-Walking-Park-Sahakara-Nagar/080PXX80-XX80-191017124736-B5S1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.9,19,560092,13.05538157,77.59990704
